RetailerBOM
-----------

"Ref Name","Component","Qty","PartNumber","Retailer","Site"
"CN2","10JQ","1","10JQ-BT","",""
"CN3","10JQ","1","10JQ-BT","",""
"IC1","BU45KxxxG","1","BU45K462G-TL","",""
"C2","CD pi5","1","UCD0J470MCL1GS","Akizuki","http://akizukidenshi.com/catalog/g/gP-10418/"
"XTAL1","CSTCE","1","CSTCE12M5G55W-R0","",""
"SW3","DIPSW-8CN","1","57D-0803","Akizuki","http://akizukidenshi.com/catalog/g/gP-06006/"
"TR1","IRLML6344TR","1","IRLML6344TRPBFTR","Akizuki","http://akizukidenshi.com/catalog/g/gI-06049/"
"TR2","IRLML6344TR","1","IRLML6344TRPBFTR","Akizuki","http://akizukidenshi.com/catalog/g/gI-06049/"
"TR3","IRLML6344TR","1","IRLML6344TRPBFTR","Akizuki","http://akizukidenshi.com/catalog/g/gI-06049/"
"JTAG1","JTAG_CON","1","HIF3FC-14PA-2.54DSA","",""
"LED1","LED","1","","",""
"LED2","LED","1","","",""
"LED3","LED","1","","",""
"LED4","LED","1","","",""
"LED5","LED","1","OSHR1608C1A","Akizuki","http://akizukidenshi.com/catalog/g/gI-03978/"
"U3","MCP2551","1","MCP2551-I/SN","",""
"IC3","R5F562TxBxFM","1","R5F562T6ADFM","",""
"R8","RN_4","1","MNR14M0APJ472","",""
"R9","RN_4","1","MNR14M0APJ472","",""
"R13","RN_4","1","MNR14M0APJ102","",""
"U1","TA78L","1","TA78L05F","Akizuki","http://akizukidenshi.com/catalog/g/gI-00494/"
"CONN4","ZH 3P","1","","",""
"","","22","","",""

"Ref Name","Value","Qty","size"
"C1","0.1u","1","1608"
"C3","10u","1","2012"
"C6","0.01u","1","1608"
"C8","0.1u","1","1608"
"C9","0.1u","1","1608"
"C10","100u","1","3225"
"C13","0.1u","1","1608"
"C14","0.1u","1","1608"
"C15","0.1u","1","1608"
"C16","0.1u","1","1608"
"R1","330","1","1608"
"R5","10k","1","1608"
"R6","10k","1","1608"
"R7","10k","1","1608"
"R10","1k","1","1608"
"R11","4.7k","1","1608"
"R12","0","1","1608"
"R17","4.7k","1","1608"
"R19","4.7k","1","1608"
"R21","4.7k","1","1608"
"R23","4.7k","1","1608"
"R25","4.7k","1","1608"
"","","22",""
